id,calories,protein,fat,carbs
dish_1559149615,124.429993,8.51,9.66,0.322
dish_1559578551,124.429993,8.51,9.66,0.322
dish_1560976044,124.670006,5.754,0.685,26.167
dish_1561662458,124.815498,3.202388,4.855837,21.055183
dish_1562871297,124.973,5.264,4.418,15.745001
dish_1565728388,124.973,5.264,4.418,15.745001
dish_1559925083,125.135506,4.623,4.271,16.966999
dish_1561480414,125.161995,5.447,4.835,16.316
dish_1559674866,125.660004,4.267,2.329,24.91
dish_1562958721,125.724831,2.161744,3.698547,21.363926
dish_1561392543,126.004929,0.9586,8.808466,12.171466
dish_1563568003,126.154343,15.974245,14.279201,4.327132
dish_1559846334,126.172005,1.572,0.329,32.792
dish_1559846504,126.172005,1.572,0.329,32.792
dish_1566931140,126.700005,3.696,8.976,12.23
dish_1561580370,126.795876,5.41,4.96353,16.20141
dish_1565810205,126.965538,10.67575,9.058967,4.217971
dish_1564685183,127.107117,2.239599,10.841025,7.109585
dish_1567110556,127.107117,2.239599,10.841025,7.109585
dish_1558550127,127.182007,4.928,10.89,4.994
dish_1565107066,127.279999,8.6,9.46,1.376
dish_1567628099,127.493019,3.849013,7.445891,13.796238
dish_1561407312,127.826668,9.589523,3.911226,13.537315
dish_1563295016,127.879997,6.965,7.621,8.182
dish_1566849923,127.970001,2.093,7.515,16.214001
dish_1562698132,128.096802,14.232164,12.129619,7.157575
dish_1561148336,128.098618,5.454762,4.566122,16.327492
dish_1561577119,128.312988,7.424,5.446,13.174001
dish_1562168399,128.709991,1.421,0.449,32.619999
dish_1563468269,129.01001,1.768,0.56,32.762001
dish_1558628711,129.064499,1.677,0.129,30.573
dish_1565024675,129.097992,9.894,9.554,1.054
dish_1565721828,129.225006,2.8815,5.3935,18.909
dish_1557863170,129.820007,2.266,11.426001,8.233999
dish_1558026714,129.839996,8.88,10.08,0.336
dish_1566931519,130.130005,2.73,10.101001,10.556
dish_1561579617,130.172348,4.427353,4.552824,21.115883
dish_1564086602,130.291,5.488,4.606,16.415001
dish_1561577549,130.340012,5.39,4.753,16.17
dish_1562958563,130.839996,8.158,9.767,2.686
dish_1561493975,130.851608,2.54384,12.434031,4.267878
dish_1559239369,130.919998,3.068,0.612,31.919998
dish_1560367193,131.041962,12.104685,6.488616,15.907618
dish_1567785709,131.250626,1.001891,8.397309,14.615491
dish_1563910137,131.283218,2.529557,8.903819,11.986854
dish_1562784266,131.804001,4.884,4.16,20.240002
dish_1562699652,132.178085,3.568957,5.578753,17.394974
dish_1561741063,132.300003,14.85,5.805,4.59
dish_1568660810,132.539993,5.64,5.64,15.04
dish_1565117892,132.599991,29.58,0.612,0.0
dish_1560369255,132.666138,12.538679,7.923563,1.979007
dish_1563550614,132.824387,15.085366,1.753415,11.551586
dish_1565894858,132.839996,1.377,6.75,17.549999
dish_1566501012,132.87999,1.843,10.555,10.811
dish_1566502472,132.919037,3.416664,7.735376,15.924625
dish_1562611522,132.949997,5.6,4.7,16.75
dish_1559844683,132.959991,3.031,0.372,31.370003
dish_1558718680,132.962997,5.152,11.385,5.221
dish_1562872662,133.21582,15.617198,15.02996,5.005394
dish_1564428102,133.219666,2.430635,12.706974,4.446124
dish_1562613918,133.659988,4.750154,6.603672,16.706305
dish_1568060697,133.880005,3.018,9.880001,12.233
dish_1562785328,133.92334,2.922612,8.950898,12.527754
dish_1561739212,134.01001,8.347,0.325,23.797001
dish_1562094694,134.596008,2.246118,11.607294,7.249883
dish_1563222745,135.360001,5.76,5.76,15.36
dish_1565195398,135.37854,4.224878,4.812195,18.777807
dish_1562872914,135.399673,15.873218,15.276352,5.087451
dish_1563897395,135.913651,2.887805,2.611512,26.800489
dish_1566502033,136.217773,4.831683,6.50283,19.129269
dish_1558031133,136.51001,1.76,0.22,32.34
dish_1560802853,136.532196,16.906691,3.307635,8.76357
dish_1562774980,136.680008,4.824,2.814,24.119999
dish_1561578570,136.804855,13.278779,7.853771,1.929112
dish_1562788032,137.238892,9.557199,6.001858,12.60999
dish_1563811439,137.319992,22.276001,0.578,7.279
dish_1558029518,137.751007,1.776,0.222,32.633999
dish_1562950895,137.818542,1.404878,3.512195,25.287806
dish_1561666794,138.097,6.544,5.176,16.727001
dish_1562963583,138.320007,5.72,5.044,17.16
dish_1567023335,138.336395,3.287284,12.019873,5.832454
dish_1558724658,138.360001,7.028,0.882,30.880001
dish_1560455399,138.498901,10.835825,13.729533,6.48775
dish_1561753589,138.761963,14.485127,7.040133,3.070802
dish_1562949242,139.558533,5.404878,6.642195,14.655806
dish_1565813414,139.720078,12.944803,9.889826,3.935386
dish_1559844063,139.810013,1.339,0.431,36.559998
dish_1563568118,139.833847,18.415512,16.134104,4.55647
dish_1562960472,139.970001,4.553,6.729,16.591
dish_1560543704,140.009995,3.156,6.073,19.23
dish_1562873495,140.106995,7.504,5.601,16.172001
dish_1567107989,140.139297,3.713354,9.906542,10.88412
dish_1562775241,140.360001,3.852,2.156,28.08
dish_1563911156,140.448929,17.850359,4.935409,5.319837
dish_1559593722,140.562927,2.779168,12.200334,6.836887
dish_1558030383,140.660004,9.62,10.92,0.364
dish_1558031566,140.660004,9.62,10.92,0.364
dish_1558032156,140.660004,9.62,10.92,0.364
dish_1560368691,140.755188,2.918753,11.999318,7.191059
dish_1559674074,140.980011,5.83,5.141,17.49
dish_1563464429,140.990005,6.892,7.398,12.278
dish_1562611580,141.0,6.0,6.0,16.0
dish_1564590146,141.005844,1.684488,3.119219,27.632782
dish_1561060477,141.018997,4.912,3.918,22.055
dish_1562010369,141.166443,13.519394,8.450825,1.970436
dish_1558544663,141.440002,4.992,2.912,24.959999
dish_1560526490,141.67276,2.338025,8.34413,16.85125
dish_1560453132,142.09024,2.847845,12.929943,5.810329
dish_1559578579,142.579987,8.895,9.825,4.722
dish_1558724799,142.669998,4.593,1.007,34.330002
dish_1564601528,142.740997,2.401,6.193,19.923
dish_1561567086,142.754013,2.026,0.362,34.248001
dish_1558722780,142.838989,4.845,1.872,31.532999
dish_1560368944,143.540421,13.56644,8.573035,2.14122
dish_1563395341,143.585999,6.048,5.076,18.09
dish_1563564707,143.991699,6.571747,4.091075,24.55752
dish_1568314823,144.0,1.8,13.500001,8.1
dish_1562602832,144.182281,9.786214,5.482155,15.514251
dish_1568405214,144.255814,6.820557,9.715363,9.62549
dish_1561578344,144.255859,5.528702,6.570766,15.91366
dish_1558547124,144.525009,5.6,12.375,5.675
dish_1560356337,144.716934,2.047824,3.097618,27.996531
dish_1562859116,145.040009,9.8,10.78,1.568
dish_1560357792,145.150009,3.95,7.150001,16.35
dish_1561576212,145.229996,2.163,7.004,18.540001
dish_1561060503,145.30899,5.407,3.984,22.781
dish_1560973958,145.313232,4.312272,6.214187,20.729744
dish_1568044528,145.463409,1.829951,3.040878,29.163124
dish_1559235771,145.800003,5.0328,4.32,21.762001
dish_1565207662,145.937561,14.462402,11.480614,12.175006
dish_1557937079,146.069992,9.99,11.339999,0.378
dish_1558029278,146.069992,9.99,11.339999,0.378
dish_1562789207,146.244995,6.16,5.17,18.425001
dish_1563827060,146.244995,6.16,5.17,18.425001
dish_1568061097,146.244995,6.16,5.17,18.425001
dish_1563220058,146.639999,6.24,6.24,16.639999
dish_1560368712,146.875183,3.578753,12.029318,8.361059
dish_1563294491,146.979996,2.051,0.664,37.573997
dish_1566849955,147.169998,2.621,7.563,20.534
dish_1563998210,148.089218,22.614895,4.958992,2.163187
dish_1565798591,148.115723,13.454783,7.408836,6.33827
dish_1558372695,148.178009,8.299,11.739,1.806
dish_1564588688,148.178009,8.299,11.739,1.806
dish_1567612954,148.346344,1.512195,3.780488,27.219513
dish_1562704528,148.903992,6.272,5.264,18.76
dish_1568316041,149.125931,7.439879,12.696175,4.53204
dish_1557936555,149.279999,12.0,10.08,1.152
dish_1558722473,149.649994,3.156,0.837,37.523003
dish_1561392570,149.804916,2.5906,9.080466,16.931465
dish_1566417475,150.23053,2.730686,9.395511,15.766476
dish_1565379827,150.530945,2.631936,4.162645,27.104969
dish_1560444756,150.779999,2.26,0.588,38.239998
dish_1562172561,150.799988,29.0,0.58,2.03
dish_1558114484,151.479996,10.360001,11.759999,0.392
dish_1558115169,151.479996,10.360001,11.759999,0.392
dish_1558115764,151.479996,10.360001,11.759999,0.392
dish_1558460908,151.999985,1.834,0.62,39.632
dish_1560453150,152.320267,3.441845,12.962943,8.12033
dish_1559751458,152.643005,1.968,0.246,36.161999
dish_1563207277,153.089996,1.3,6.1,23.700001
dish_1568405466,153.099411,2.526578,9.094378,17.452278
dish_1564686966,153.204697,13.087502,10.102215,2.514239
dish_1567525637,153.264771,0.798218,15.801381,3.077018
dish_1566332116,153.550003,3.761,12.244,11.356
dish_1559842047,153.690002,1.992,0.487,39.529999
dish_1558640513,153.845993,2.513,1.722,37.379997
dish_1559667948,153.900009,5.3124,4.56,22.971003
dish_1560961179,153.919998,10.400001,11.44,1.664
dish_1568665935,154.222,6.496,5.452,19.43
dish_1561577146,154.23642,7.927969,7.909346,14.019524
dish_1559846363,154.262009,1.996,0.488,39.681999
dish_1562703345,154.279999,6.38,5.626,19.140001
dish_1563391681,154.317169,16.284445,16.664272,5.759966
dish_1565378731,154.358154,4.422395,4.243155,27.449049
dish_1566317742,154.720001,5.376,2.908,28.464001
dish_1561748862,154.772949,16.156488,7.852456,3.425125
dish_1566931548,154.980011,4.434,10.385001,15.525999
dish_1563308386,155.805481,2.87349,6.034588,24.200394
dish_1563481030,155.81044,2.348426,11.399983,12.434071
dish_1565898331,155.993118,18.113056,6.518404,4.592838
dish_1558639555,156.049011,2.725,1.278,38.18
dish_1558629818,156.087006,6.048,13.365,6.129
dish_1562875833,156.146393,18.305403,17.617085,5.866979
dish_1558639362,156.179001,3.902,1.42,37.420002
dish_1561739623,156.240005,7.176,1.056,33.599998
dish_1561405008,156.428101,14.763338,8.249931,6.420062
dish_1559593746,156.962936,3.499168,12.440333,9.556887
dish_1564428444,157.001038,4.712034,10.32739,14.948835
dish_1563565805,157.493027,14.375502,13.148071,10.194366
dish_1568404850,157.699997,4.7,2.2,29.9
dish_1563997327,157.878067,3.164272,14.366603,6.455922
dish_1560367258,157.99173,12.479585,8.97491,17.011694
dish_1563395374,158.333496,6.314544,5.430935,21.049206
dish_1561662501,158.395508,6.882387,7.063837,21.929186
dish_1562784307,158.518127,5.678117,5.112942,24.925295
dish_1566923004,158.820007,8.745001,9.309,10.313999
dish_1563464457,158.990005,7.252,7.518,16.837999
dish_1561753623,159.310791,15.11546,7.950614,5.45206
dish_1561662022,159.686279,2.925065,11.945532,12.441322
dish_1563911185,159.809174,18.49971,5.896484,7.845087
dish_1562686492,160.0,14.0,10.0,3.0
dish_1563205927,160.269501,14.367001,3.733,15.642001
dish_1563208094,160.311234,1.361321,6.387736,24.817924
dish_1559934679,160.845459,18.901001,7.257577,4.518153
dish_1562687274,161.021606,1.161127,12.139805,13.517261
dish_1561736715,161.320007,10.900001,11.99,1.744
dish_1566499633,161.386429,3.023964,14.183504,8.426495
dish_1566933180,161.449524,19.702276,7.634025,2.197063
dish_1561741090,161.540009,15.538,5.977,11.469999
dish_1564169254,161.75,6.406,6.802,20.425999
dish_1561060531,162.078995,6.733,4.101,26.291
dish_1558114284,162.230011,21.320999,0.632,22.569
dish_1558027164,162.299988,11.1,12.599999,0.42
dish_1561494001,162.687851,3.520412,13.844637,7.95715
dish_1563220087,162.740005,7.344,6.424,19.859999
dish_1558721636,163.069992,4.616,2.578,35.818001
dish_1559841091,163.423492,8.053,4.932,22.135
dish_1559245697,163.716354,3.405009,2.007221,36.953289
dish_1568649387,163.858185,2.512788,5.302399,28.488777
dish_1559841891,163.962006,1.301,0.343,43.332001
dish_1561753649,164.010803,15.585461,7.950614,6.39206
dish_1562774180,164.083557,3.047,6.538097,24.856129
dish_1564518454,164.858002,6.944,5.828,20.77
dish_1560441288,165.200012,10.455,10.983,5.668
dish_1562173175,165.366608,12.646373,7.169495,13.684191
dish_1561749348,165.446945,17.270729,8.394006,3.661341
dish_1562959547,165.617737,10.892046,15.460226,8.817571
dish_1563555072,165.76001,11.2,12.32,1.792
dish_1562613045,166.112,21.533998,1.793,18.285999
dish_1561491154,166.137466,18.301338,18.455791,5.614334
dish_1561662532,166.455505,7.350388,7.089837,23.749184
dish_1565627800,167.18927,19.602438,2.134098,13.966903
dish_1565369938,167.709991,11.47,13.02,0.434
dish_1560444570,168.720001,11.400001,12.54,1.824
dish_1560888849,168.964127,20.427921,5.855534,7.567453
dish_1567801748,169.072418,10.276019,6.686759,16.373152
dish_1566415558,169.100739,14.924493,14.586706,12.861994
dish_1563897870,169.320007,5.976,3.486,29.879999
dish_1562170236,169.360001,2.069,0.737,42.478001
dish_1562689519,169.540009,19.030001,7.439,5.882
dish_1559678330,169.694122,3.199019,16.186766,5.269608
dish_1563392128,169.934235,21.133221,18.81292,6.487778
dish_1558468632,169.949997,31.93,3.708,0.0
dish_1564690085,170.615997,9.364126,5.857383,22.279419
dish_1563303298,170.760071,27.815535,4.999781,2.042296
dish_1563568148,170.995789,19.747221,18.531178,6.509641
dish_1560961202,171.069992,11.576,11.636,5.094
dish_1560973984,171.213257,6.088271,6.510186,25.909744
dish_1560444948,171.316879,4.611491,10.029442,17.637623
dish_1563216625,171.53511,29.254524,4.269801,2.408296
dish_1565383026,171.559998,3.695,14.031,12.198999
dish_1562958603,171.839996,10.408,10.417,9.436001
dish_1558629041,172.004013,10.954,8.396,13.712
dish_1563216412,172.449982,5.238,0.714,36.610001
dish_1561393550,172.480011,19.360001,7.568,5.984
dish_1558457577,172.604996,13.875,11.655,1.332
dish_1559235690,172.604996,13.875,11.655,1.332
dish_1565109637,172.644882,16.817074,2.610683,17.620319
dish_1560443474,172.779999,1.993,0.725,43.25
dish_1558115320,173.430008,6.72,14.85,6.81
dish_1562776465,173.432449,3.634132,4.405418,31.491592
dish_1562775275,173.680008,4.636,2.352,35.919998
dish_1565207694,173.791214,15.633135,12.895247,15.58964
dish_1565726887,174.015305,3.668133,11.514614,15.960674
dish_1560368738,174.248901,4.392478,13.005788,13.16204
dish_1562945879,174.425323,5.940001,3.118645,34.353195
dish_1562775549,174.977127,16.886642,3.399757,18.531387
dish_1559841908,175.162018,2.069,0.471,45.571999
dish_1562603598,175.259506,6.306293,7.332731,21.785269
dish_1561392386,175.746002,9.843,13.923,2.142
dish_1564588483,175.746002,9.843,13.923,2.142
dish_1559843715,176.140015,2.551,0.542,44.450001
dish_1567020394,176.15863,13.626102,12.666015,16.685022
dish_1562615283,176.535965,15.28025,11.37568,3.265865
dish_1562096608,176.712036,13.094923,13.218136,14.911697
dish_1558633221,176.878998,4.438,1.417,42.901001
dish_1560370833,177.003006,4.287,5.913,27.525
dish_1564675118,177.188782,2.032732,4.080829,34.125175
dish_1560874726,177.492004,5.566,4.96,28.462002
dish_1562775356,177.600006,12.0,13.2,1.92
dish_1564432094,177.659988,7.56,7.56,20.16
dish_1558640145,177.953003,3.493,2.18,42.099998
dish_1561147967,177.980042,6.532393,8.437008,19.343935
dish_1563996485,178.039185,4.172902,11.607642,16.567097
dish_1565022027,178.176575,18.578049,2.549122,17.043879
dish_1562961588,178.220001,7.37,6.499,22.110001
dish_1561405034,178.278091,14.915339,10.282932,7.617062
dish_1562086702,178.529999,12.21,13.86,0.462
dish_1565711083,178.529999,12.21,13.86,0.462
dish_1564516429,178.982971,18.674,17.829895,9.269392
dish_1558113204,179.210999,6.944,15.345,7.037
dish_1558722068,179.210999,6.944,15.345,7.037
dish_1563477701,179.424591,19.491802,7.053355,9.112096
dish_1562872396,179.563156,28.588114,5.108879,3.96911
dish_1562617703,179.630005,4.51,6.49,26.950001
dish_1561578603,180.514832,13.929778,9.961771,7.509113
dish_1565020822,180.56488,12.977074,5.834682,17.256317
dish_1563909951,180.602646,3.663664,15.631252,9.266831
dish_1562687299,180.821609,1.436127,12.194806,18.46726
dish_1562008780,180.846405,4.773051,14.93047,9.853951
dish_1561576257,180.87999,2.411,10.321,20.493
dish_1560455421,180.938934,12.075824,14.689533,15.287749
dish_1560357832,181.351425,4.632458,10.603177,17.474182
dish_1561663990,181.4897,28.614527,5.211059,3.293709
dish_1560455224,181.740845,5.392316,6.249522,28.741323
dish_1565898544,181.954498,15.368443,9.618723,8.612269
dish_1561574848,182.258301,18.055315,10.234437,4.81575
dish_1561062237,182.259399,17.376198,8.210912,8.149249
dish_1563395415,182.538498,7.82521,5.808602,25.546873
dish_1558381143,182.638,10.229,14.469,2.226
dish_1563550950,183.169998,12.33,13.9,1.458
dish_1560526514,183.252747,3.418025,8.398129,26.031246
dish_1562702412,183.389359,6.422541,8.965265,21.698669
dish_1561661806,183.475952,16.235809,8.40041,9.825473
dish_1559233102,183.520004,12.400001,13.64,1.984
dish_1564588859,183.586426,23.436096,4.754447,9.571161
dish_1558026756,183.860001,9.863,10.305,13.486
dish_1566413356,183.979996,33.699001,3.952,2.196
dish_1566934120,183.993713,14.597677,10.426615,9.686487
dish_1562963612,184.080002,9.048,7.228,21.632
dish_1560367296,184.383316,13.026852,11.224784,18.360016
dish_1563220109,184.735962,8.018723,7.398599,22.408951
dish_1561406789,184.905411,3.793967,0.801091,39.572407
dish_1568313676,184.990005,24.542,6.136001,8.9
dish_1561147997,185.180023,7.060393,8.629007,20.639935
dish_1561579824,185.212708,17.977421,10.632797,2.611722
dish_1561494032,185.437851,5.158412,14.117637,12.507152
dish_1562617395,185.899994,8.84,8.07,20.610001
dish_1565036788,186.12999,7.84,6.58,23.450001
dish_1563208459,186.485947,6.94117,8.039566,22.543018
dish_1561061630,186.683746,6.371217,11.299298,17.850639
dish_1566590566,186.959702,17.35244,8.816879,8.613251
dish_1568061145,187.053268,7.411788,6.978137,23.153978
dish_1564169298,187.076355,8.460101,7.090506,25.310051
dish_1563207301,187.929993,8.0,6.234,24.168999
dish_1562010394,188.610443,14.15958,12.935694,3.708065
dish_1561393741,188.830002,12.776,12.956,5.286
dish_1559848929,189.292007,1.697,0.494,49.501999
dish_1559232986,189.349991,12.95,14.7,0.49
dish_1559233756,189.850006,6.142,5.242,30.417999
dish_1558630649,190.009995,2.005,0.71,49.419998
dish_1566838351,190.009995,2.49,0.822,48.034
dish_1563216659,190.057999,29.822712,5.090516,4.554782
dish_1558638292,190.309982,3.179,0.755,46.080002
dish_1560441311,190.400009,11.379,11.382001,10.077999
dish_1564690138,190.499496,10.031026,6.844433,24.872919
dish_1563222775,190.584213,11.272345,8.823172,16.359587
dish_1562861125,190.807861,18.992727,10.123939,3.194394
dish_1563555100,190.920013,11.792,12.467999,7.712
dish_1563304301,190.950912,4.687849,8.933062,23.621746
dish_1567023184,191.507187,20.305752,8.071156,10.141688
dish_1562945186,191.530792,13.361717,8.581273,17.336327
dish_1559678367,192.444122,4.75902,16.446766,9.819608
dish_1560961261,192.519989,12.031,11.830999,10.294001
dish_1562611824,192.566193,5.932549,11.998874,16.74655
dish_1559061752,192.819992,15.5,13.02,1.488
dish_1562688482,193.459991,10.864,8.417999,19.77
dish_1562873544,193.61171,13.776482,11.637623,18.182364
dish_1565033139,193.649994,4.434,14.177,17.355999
dish_1562168427,193.709991,13.921,0.699,33.494999
dish_1560360030,193.880005,13.1,14.41,2.096
dish_1563555510,193.880005,13.1,14.41,2.096
dish_1564590190,194.015839,2.335488,3.398219,40.652782
dish_1561060558,194.199005,10.253,6.213,27.127001
dish_1563567599,194.226822,3.54373,18.526054,6.482199
dish_1564518850,194.326996,4.879,7.021,29.155001
dish_1563551105,194.399994,6.7104,5.76,29.016001
dish_1559590130,194.405991,35.888,4.107,1.521
dish_1565728415,194.42775,12.005533,8.405299,16.724396
dish_1565972591,195.199997,17.08,12.2,3.66
dish_1562086501,195.360001,13.2,14.52,2.112
dish_1562777000,195.360001,13.2,14.52,2.112
dish_1563811611,195.360001,13.2,14.52,2.112
dish_1565640427,195.761993,2.604,12.096,20.916
dish_1557853229,195.929993,15.75,13.23,1.512
dish_1560539340,196.53833,22.851414,19.818401,9.337587
dish_1558630814,196.554001,7.616,16.83,7.718
dish_1565194684,196.559998,37.799999,0.756,2.646
dish_1559320019,196.820007,6.408,5.714,30.732002
dish_1560799558,196.840012,8.14,7.178,24.42
dish_1560368972,196.840424,14.67344,8.696033,13.621221
dish_1566587689,196.84697,18.580095,7.475343,15.383455
dish_1565726915,196.879501,4.369489,12.527685,18.610243
dish_1561405864,197.121201,23.070551,5.344729,12.694054
dish_1561748950,197.252945,16.746489,7.970456,14.045125
dish_1565637578,197.301407,19.958797,4.829733,18.116875
dish_1560444967,197.377884,4.947491,10.071443,23.811623
dish_1565798617,197.705719,14.063784,7.669836,18.51827
dish_1562862493,198.320007,13.400001,14.74,2.144
dish_1565711453,198.320007,13.400001,14.74,2.144
dish_1558544870,198.354996,13.344,11.016,10.616
dish_1566416701,198.53717,30.318871,6.648317,2.900097
dish_1560444985,198.937866,5.127491,10.095443,24.075623
dish_1565638515,198.970978,16.704958,10.759086,8.950356
dish_1563827086,199.044998,10.0,7.69,23.585001
dish_1564514906,199.266052,25.466618,20.85108,8.858501
dish_1558636028,199.347992,4.341,5.379,38.542999
dish_1561654707,199.800003,13.5,14.85,2.16
dish_1562611620,199.845322,11.093416,9.791893,17.088623
dish_1561481577,200.169998,13.690001,15.54,0.518
dish_1562950018,200.220001,2.982,9.656,25.560001
dish_1565118999,200.386719,4.773446,16.936852,10.10451
dish_1562617416,200.949997,9.872,8.242,23.620001
dish_1559241099,201.346771,2.417124,0.93439,51.246647
dish_1565209922,201.565338,10.335444,6.256306,25.567343
dish_1562603626,201.759506,6.571293,7.385731,28.675268
dish_1568665970,202.182007,9.984,7.741,24.117001
dish_1563303350,202.221436,28.384161,5.756976,8.355268
dish_1563900150,202.2966,10.978048,12.745122,10.284879
dish_1559934708,202.445465,19.764999,7.353578,13.478154
dish_1563479625,202.649231,15.189233,9.457832,15.650263
dish_1565813446,202.676971,14.168726,15.872236,5.9888
dish_1559240089,202.821503,2.443778,0.969884,51.542568
dish_1565797723,202.928879,7.852,10.543742,21.219322
dish_1562687527,203.221603,3.396128,13.594805,18.88726
dish_1561580406,203.281494,17.090221,7.524766,17.318661
dish_1558115915,203.314011,11.387,16.107,2.478
dish_1561574456,203.657364,9.027951,9.303671,23.013418
dish_1564689108,203.66246,4.929469,15.866496,13.156699
dish_1558115047,203.699997,25.578001,10.382,7.566
dish_1562703382,203.869995,6.989,5.887001,31.320002
dish_1565811390,205.092285,14.384672,7.622345,21.70455
dish_1564428144,205.212921,5.11141,14.074488,16.700045
dish_1558110478,205.438995,8.301001,6.801,27.931999
dish_1559060106,206.369995,8.907001,8.643,23.68
dish_1558031019,206.442001,7.313,6.553999,30.423998
dish_1561405356,206.645203,33.413628,4.198396,7.496847
dish_1558376734,206.76001,11.58,16.380001,2.52
dish_1560456326,206.872757,29.742077,7.522188,3.791613
dish_1559846099,206.938995,7.688,14.642001,15.712999
dish_1565021599,206.959991,39.799999,0.796,2.786
dish_1560368764,207.098907,7.992478,15.165788,14.017039
dish_1563305948,207.360931,22.251265,10.554449,6.453704
dish_1566413388,207.429993,35.307003,4.22,6.886
dish_1564761426,207.569,15.059,2.344,29.738001
dish_1563820806,207.814453,31.381857,4.19148,10.491399
dish_1564601569,208.098145,6.68656,7.830707,31.273438
dish_1558380058,208.115997,8.064,17.82,8.172
dish_1558459395,208.115997,8.064,17.82,8.172
dish_1559845745,208.141998,3.224,0.322,51.121998
dish_1567625392,208.233475,4.826312,14.530067,18.900763
dish_1561739649,208.233551,8.455999,3.843097,39.756126
dish_1561578623,208.514832,15.945778,10.297771,13.109113
dish_1564675157,208.928787,2.354732,4.172829,42.405174
dish_1562958629,208.970001,13.015,10.575,18.126001
dish_1565898128,209.030762,24.271492,8.73466,6.154403
dish_1562602888,209.382294,18.706215,5.792155,21.429251
dish_1562010418,209.545135,15.532299,13.460272,7.343752
dish_1561576483,209.595428,18.4142,8.536117,17.269756
dish_1568666000,209.934982,10.612808,7.829318,25.612118
dish_1560456348,210.282761,29.940079,7.533189,4.561613
dish_1565984345,210.357925,14.688022,9.083899,20.663086
dish_1561737839,210.899994,2.59,1.11,51.799999
dish_1565987298,211.138992,12.885552,10.094469,16.614517
dish_1565986702,211.343994,27.831074,24.373022,6.954482
dish_1562184604,211.380005,19.5,14.82,0.0
dish_1562785132,211.542679,28.955555,24.6008,10.392798
dish_1558641320,211.589996,4.52,3.092,49.055996
dish_1561666821,211.78656,7.538332,12.141861,19.425873
dish_1560368990,211.92131,14.986163,9.981677,14.39169
dish_1561578676,212.034836,16.441778,10.345771,13.637113
dish_1565884692,212.159988,40.799999,0.816,2.856
dish_1564691420,212.347305,4.469414,13.716616,22.601648
dish_1565898590,212.704514,16.043444,9.768724,16.11227
dish_1561405887,213.343475,23.363749,5.735158,15.94918
dish_1562173200,213.366608,13.126373,7.265494,26.16419
dish_1566587102,213.599411,27.147421,7.505935,8.090585
dish_1562691613,213.670166,13.199732,2.879634,33.667633
dish_1561575951,213.699173,14.898733,9.922189,14.913611
dish_1564503219,213.859985,29.059999,8.008,1.82
dish_1558109864,213.897003,8.288,18.315001,8.399
dish_1566414891,213.994171,3.587757,15.956649,16.049046
dish_1564073716,214.527802,24.807318,6.074293,11.192709
dish_1565895966,214.544357,16.543627,9.93185,16.800755
dish_1562008813,214.593262,6.029664,15.571491,15.597978
dish_1563395449,214.63649,9.570897,6.977337,29.68194
dish_1558631932,214.931992,4.735,3.174,49.670998
dish_1562777037,215.273514,14.505756,15.01899,5.570336
dish_1562688524,215.359985,11.302,8.564,25.318001
dish_1563997386,215.884918,4.212677,15.762681,18.095463
dish_1562947885,215.970001,2.191,0.626,56.340004
dish_1562689548,216.540009,19.5,7.533,18.101999
dish_1564432128,217.028381,8.091219,11.281487,21.601864
dish_1563811639,217.139999,13.662,14.717999,7.392
dish_1564086624,217.292999,8.030001,6.574,34.455002
dish_1563911215,218.158203,20.238708,6.710484,18.908087
dish_1563205953,218.769501,14.952,3.85,30.851999
dish_1561577678,218.887756,21.246046,12.566033,3.08658
dish_1558718088,219.419983,5.57,2.887,50.610001
dish_1560543729,219.529907,16.744329,7.758307,20.830944
dish_1566414642,219.809998,21.541,7.812,14.580001
dish_1565034661,219.813263,6.132204,15.149511,16.317738
dish_1563827110,220.044998,10.210001,7.731999,29.045002
dish_1567106825,220.200867,13.460875,16.905151,3.357732
dish_1558635618,220.253998,5.606,2.439,49.700001
dish_1564590226,220.535858,2.959488,3.554219,46.892776
dish_1563811463,220.585373,23.124781,2.699951,22.557051
dish_1560799407,220.901733,12.222573,14.96129,10.166318
dish_1566936266,220.955551,27.754599,9.865667,3.423139
dish_1562956510,221.167068,21.758215,12.196038,8.990719
dish_1561753371,221.257736,19.031263,11.171755,10.944118
dish_1561579673,221.304153,18.344212,7.60451,22.447077
dish_1565369971,221.604736,13.27765,15.695424,7.46375
dish_1559845513,222.152008,3.221,0.563,55.181995
dish_1565119698,222.235489,19.411322,10.575852,13.186614
dish_1563566909,222.530014,9.35,0.748,46.75
dish_1559838402,222.759506,5.249,3.797,43.154999
dish_1558636980,222.778,4.415,4.738,47.007004
dish_1560369008,223.801331,15.850163,10.548676,15.552691
dish_1566316525,223.888092,7.660691,20.465044,2.697224
dish_1560888930,224.931168,21.53792,7.066031,17.505606
dish_1563813308,224.982895,15.332276,16.446194,3.901661
dish_1567526738,225.159988,43.299999,0.866,3.031
dish_1558629444,225.459,8.736,19.305,8.853
dish_1567801791,225.472412,11.11602,9.406758,23.573153
dish_1561061658,226.000137,8.949248,12.284481,24.678637
dish_1566851549,226.014999,9.52,7.99,28.475
dish_1568320296,226.014999,9.52,7.99,28.475
dish_1562009148,226.547165,21.893772,13.086175,8.085415
dish_1565109659,226.744873,20.517075,6.810682,17.760319
dish_1564589308,227.009995,3.381,10.948001,28.980001
